station_id,dh_utc,temperature,pression,pression_variation_3h,humidite,point_de_rosee,visibilite,vent_moyen,vent_rafales,vent_rafales_10min,vent_direction,temperature_min,temperature_max,pluie_1h,pluie_3h,pluie_6h,pluie_12h,pluie_24h,pluie_cumul_0h,pluie_intensite,pluie_intensite_max_1h,uv,uv_index,ensoleillement,temperature_sol,temps_omm,complements,source
STATIC0180,2023-12-12 05:40:00,10.8,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 05:50:00,10.8,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 06:00:00,10.8,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 06:10:00,10.6,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 06:20:00,10.5,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 06:30:00,10.5,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 06:40:00,10.5,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 06:50:00,10.5,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 07:00:00,10.5,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 07:10:00,10.4,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 07:20:00,10.3,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-102,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 07:30:00,10.2,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 07:40:00,10.1,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 07:50:00,10,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-100,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 08:00:00,9.9,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 08:10:00,9.7,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 08:20:00,9.8,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-102,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 08:30:00,9.9,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 08:40:00,9.9,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-102,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 08:50:00,10.1,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 09:00:00,10.2,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 09:10:00,10.5,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-102,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 09:20:00,10.3,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 09:30:00,10.1,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 09:40:00,10.2,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 09:50:00,10.2,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 10:00:00,10.1,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 10:10:00,10.2,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 10:20:00,10.2,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 10:30:00,10.4,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-102,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 10:40:00,10.8,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 10:50:00,10.8,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 11:00:00,10.9,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 11:10:00,11.1,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 11:20:00,11.1,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 11:30:00,11.1,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 11:40:00,10.9,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 11:50:00,10.6,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 12:00:00,11,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 12:10:00,10.9,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 12:20:00,10.8,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 12:30:00,10.8,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 12:40:00,10.8,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 12:50:00,11,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 13:00:00,11.1,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 13:10:00,11,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 13:20:00,10.6,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 13:30:00,10.6,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 13:40:00,10.9,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 13:50:00,11.1,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 14:00:00,11,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 14:10:00,11.4,,,85,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 14:20:00,11.5,,,84,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 14:30:00,11.1,,,84,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 14:40:00,10.8,,,86,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 14:50:00,10.9,,,86,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 15:00:00,10.8,,,85,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 15:10:00,10.6,,,85,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 15:20:00,10.3,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 15:30:00,10.1,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 15:40:00,10,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 15:50:00,9.8,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 16:00:00,9.6,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 16:10:00,9.5,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 16:20:00,9.4,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 16:30:00,9.4,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 16:40:00,9.4,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 16:50:00,9.3,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 17:00:00,9.2,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 17:10:00,9,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 17:20:00,8.9,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 17:30:00,8.8,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 17:40:00,8.7,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 17:50:00,8.6,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 18:00:00,8.6,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 18:10:00,8.6,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 18:20:00,8.5,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 18:30:00,8.5,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 18:40:00,8.3,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 18:50:00,8.2,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 19:00:00,8.2,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 19:10:00,8.2,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 19:20:00,8.2,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 19:30:00,8.2,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 19:40:00,8.3,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 19:50:00,8.3,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 20:00:00,8.3,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 20:10:00,8.2,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 20:20:00,8.1,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 20:30:00,7.8,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 20:40:00,7.8,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 20:50:00,7.8,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 21:00:00,7.8,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 21:10:00,7.7,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 21:20:00,7.4,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 21:30:00,7.3,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 21:40:00,7.1,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 21:50:00,7.1,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 22:00:00,7.1,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 22:10:00,7,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 22:20:00,6.9,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 22:30:00,6.7,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 22:40:00,6.8,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 22:50:00,6.7,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 23:00:00,6.6,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 23:10:00,6.6,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 23:20:00,6.6,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 23:30:00,6.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 23:40:00,6.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-12 23:50:00,6.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 00:00:00,6.3,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 00:10:00,6.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 00:20:00,6.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 00:30:00,6.6,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 00:40:00,6.7,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 00:50:00,6.9,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 01:00:00,7,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 01:10:00,7.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-102,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 01:20:00,7.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 01:30:00,7.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 01:40:00,7.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-102,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 01:50:00,7.1,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 02:00:00,7,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-102,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 02:10:00,7,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 02:20:00,7.1,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 02:30:00,7,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-102,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 02:40:00,7.1,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 02:50:00,7.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 03:00:00,7.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 03:10:00,7.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 03:20:00,7.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 03:30:00,7.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 03:40:00,7.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 03:50:00,7.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 04:00:00,7.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 04:10:00,7.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 04:20:00,7.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 04:30:00,7.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 04:40:00,7.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 04:50:00,7.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 05:00:00,7.4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 05:10:00,7.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 05:20:00,7.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 05:30:00,7.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 05:40:00,7.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 05:50:00,7.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 06:00:00,7.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 06:10:00,7.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 06:20:00,7.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 06:30:00,7.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 06:40:00,7.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 06:50:00,7.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 07:00:00,7.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 07:10:00,7.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 07:20:00,7.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 07:30:00,7.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 07:40:00,7.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 07:50:00,7.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 08:00:00,7.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 08:10:00,7.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 08:20:00,7.4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 08:30:00,7.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 08:40:00,7.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 08:50:00,7.6,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 09:00:00,7.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-12-13 09:10:00,8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
