station_id,dh_utc,temperature,pression,pression_variation_3h,humidite,point_de_rosee,visibilite,vent_moyen,vent_rafales,vent_rafales_10min,vent_direction,temperature_min,temperature_max,pluie_1h,pluie_3h,pluie_6h,pluie_12h,pluie_24h,pluie_cumul_0h,pluie_intensite,pluie_intensite_max_1h,uv,uv_index,ensoleillement,temperature_sol,temps_omm,complements,source
000UO,2024-12-16 19:50:00,1.1,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-16 20:00:00,1.9,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-16 20:10:00,1.9,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-100,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-16 20:20:00,1.8,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-16 20:40:00,1.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 21:00:00,1.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 21:10:00,1.6,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 21:20:00,1.9,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 21:30:00,2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 21:40:00,1.9,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 21:50:00,1.9,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 22:00:00,2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 22:10:00,2.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 22:20:00,2.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 22:30:00,2.6,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-16 22:40:00,2.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 22:50:00,2.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 23:10:00,2.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-16 23:20:00,2.4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-122,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 23:30:00,2.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 23:50:00,2.7,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 00:00:00,2.7,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 00:10:00,2.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 00:20:00,2.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 00:30:00,2.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 00:40:00,3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 00:50:00,3.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 01:00:00,3.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 01:10:00,3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-100,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 01:20:00,3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 01:30:00,3.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 01:40:00,3.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 01:50:00,3.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 02:00:00,3.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 02:10:00,3.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 02:20:00,3.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 02:30:00,3.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 02:40:00,3.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 02:50:00,3.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 03:00:00,3.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 03:10:00,3.4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 03:20:00,3.4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 03:40:00,3.4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 03:50:00,3.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 04:00:00,3.6,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-102,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 04:10:00,3.6,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-96,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 04:20:00,3.6,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 04:30:00,3.6,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 04:40:00,3.5,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 05:00:00,3.5,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 05:10:00,3.5,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 05:20:00,3.5,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 05:30:00,3.6,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 05:40:00,3.6,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 05:50:00,3.6,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 06:00:00,3.6,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 06:10:00,3.6,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 06:20:00,3.6,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 06:30:00,3.6,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 06:40:00,3.6,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 06:50:00,3.6,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 07:00:00,3.5,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 07:10:00,3.4,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 07:20:00,3.4,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 07:30:00,3.3,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 07:40:00,3.2,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 08:00:00,3.1,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-17 08:10:00,3.2,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 08:20:00,3.3,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 08:30:00,3.3,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 08:40:00,3.3,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 08:50:00,3.4,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-17 09:00:00,3.4,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 09:10:00,3.5,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 09:20:00,3.6,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 09:30:00,3.7,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 09:40:00,3.6,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 09:50:00,3.7,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 10:00:00,3.7,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 10:10:00,3.9,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 10:20:00,3.9,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 10:30:00,3.9,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 10:40:00,3.9,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 10:50:00,4,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 11:00:00,4,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 11:10:00,3.8,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 11:20:00,3.9,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 11:30:00,3.9,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 11:50:00,4,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 12:00:00,4,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 12:10:00,3.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 12:20:00,3.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-102,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 12:30:00,3.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 12:40:00,3.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 12:50:00,3.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 13:10:00,3.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 13:20:00,3.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 13:30:00,3.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 13:40:00,3.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 14:00:00,3.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 14:10:00,3.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 14:20:00,3.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 14:30:00,3.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 14:40:00,3.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 14:50:00,3.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 15:00:00,3.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 15:10:00,3.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 15:20:00,3.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 15:30:00,3.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 15:40:00,3.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 15:50:00,3.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 16:00:00,3.7,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 16:10:00,3.7,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 16:20:00,3.7,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 16:30:00,3.6,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 16:40:00,3.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 17:00:00,3.4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 17:10:00,3.4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 17:20:00,3.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 17:30:00,3.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 17:40:00,3.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-99,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 17:50:00,3.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 18:00:00,3.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 18:10:00,3.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 18:20:00,3.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 18:30:00,3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 18:40:00,3.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-17 18:50:00,3.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-17 19:10:00,3.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 19:20:00,3.1,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 19:30:00,3.1,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 19:40:00,3,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 19:50:00,3,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 20:00:00,2.9,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-17 20:10:00,2.9,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 20:20:00,2.9,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-17 20:30:00,2.9,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-17 20:40:00,2.8,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-17 20:50:00,2.7,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 21:00:00,2.6,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 21:10:00,2.5,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 21:20:00,2.4,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 21:30:00,2.4,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 21:40:00,2.3,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 21:50:00,2.2,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-17 22:00:00,2.1,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 22:10:00,1.9,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-17 22:20:00,1.8,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-17 22:30:00,1.8,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 22:40:00,1.7,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 22:50:00,1.7,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 23:00:00,1.6,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 23:10:00,1.5,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 23:20:00,1.6,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 23:30:00,1.6,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-17 23:40:00,1.7,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-17 23:50:00,1.7,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-18 00:00:00,1.7,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-18 00:10:00,1.6,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-18 00:20:00,1.5,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-18 00:30:00,1.4,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-18 00:40:00,1.5,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-18 00:50:00,1.5,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-18 01:00:00,1.4,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-18 01:10:00,1.4,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-18 01:20:00,1.3,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-18 01:30:00,1.3,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-18 01:40:00,1.4,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-18 01:50:00,1.4,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-18 02:00:00,1.3,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":null,"lon":null,"batt":35.96},liveobjects
